Rank,Anglex,Angley,Anglez,Transi,Transj,Transk,total,rPSC,rPSC_gain,rPSC_penalty,ELEC ,RecACE,LCARMSD,NearNat
572, 0.785398,1.448123,-2.163292,113,119,92,2952.791992,2539.000000,4339.000000,-1800.000000,56.965240,356.826660,31.953859,0
573, -1.570796,0.458961,-0.107937,118,105,100,2952.614990,2866.000000,3991.000000,-1125.000000,13.746765,72.868210,29.636875,0
574, 1.308997,2.455966,-0.641220,7,116,92,2950.736328,2751.000000,3561.000000,-810.000000,8.102356,191.634140,14.805093,0
575, 0.785398,2.174483,2.653697,1,16,102,2949.901611,3013.000000,3733.000000,-720.000000,105.334229,-168.432648,36.490715,0
576, 0.000000,2.180315,-1.357379,115,101,107,2949.436279,2647.000000,3862.000000,-1215.000000,184.577515,117.858658,38.095875,0
577, -0.261799,1.413347,-1.339188,112,14,103,2949.306641,3188.000000,4088.000000,-900.000000,92.672485,-331.365692,42.798920,0
578, 0.261799,2.115563,0.685730,7,113,95,2949.438232,2237.000000,5657.000000,-3420.000000,238.679474,473.758789,15.373274,0
579, 0.000000,1.904882,-1.478089,110,14,106,2948.855713,3160.000000,5140.000000,-1980.000000,-41.785767,-169.358688,45.925861,0
580, 0.785398,0.619654,-2.216909,13,113,98,2947.697998,2661.000000,3246.000000,-585.000000,59.676300,227.021759,11.132273,0
581, 0.523599,1.683268,0.374177,116,0,92,2946.496094,2906.000000,4076.000000,-1170.000000,-32.924713,73.420883,28.693087,0
582, 0.785398,1.699788,2.452890,1,114,95,2946.136963,2485.000000,3745.000000,-1260.000000,42.205185,418.931793,22.284487,0
583, -1.832596,0.674054,1.013609,115,7,97,2945.601074,2776.000000,3856.000000,-1080.000000,-36.691956,206.293076,33.583241,0
584, 1.308997,2.343981,-1.040456,10,0,91,2945.325439,2619.000000,3519.000000,-900.000000,16.823730,309.501740,13.051853,0
585, -3.141593,1.135834,-1.431087,14,116,102,2944.847656,2680.000000,4165.000000,-1485.000000,170.532166,94.315323,14.570899,0
586, 1.832596,2.164094,-2.991358,5,112,94,2944.819336,2485.000000,3745.000000,-1260.000000,36.288757,423.530396,17.532015,0
587, -1.570796,2.881233,-2.582574,8,2,91,2944.795654,2522.000000,3332.000000,-810.000000,61.582550,361.213043,16.381828,0
588, -1.308997,2.108018,1.311430,112,12,96,2944.380859,2901.000000,4791.000000,-1890.000000,125.126404,-81.745499,39.436710,0
589, -0.523599,2.063651,-2.044600,4,113,94,2942.928711,2620.000000,4330.000000,-1710.000000,37.708221,285.220459,18.570362,0
590, -2.879793,1.732874,-0.951685,110,18,111,2941.398682,2782.000000,5032.000000,-2250.000000,44.207916,115.190735,51.092136,0
591, 0.261799,2.979456,-1.009304,108,118,93,2941.757568,2639.000000,3584.000000,-945.000000,300.496765,2.260818,37.752079,0
592, -2.094395,1.134497,-1.109631,109,112,98,2940.791016,2637.000000,4257.000000,-1620.000000,162.254395,141.536621,37.210636,0
593, 2.617994,2.637879,2.121598,15,119,98,2940.711426,2633.000000,4883.000000,-2250.000000,32.513550,275.197632,11.226835,0
594, 1.832596,2.343981,-1.040456,2,114,91,2940.766602,2625.000000,3795.000000,-1170.000000,138.410492,177.356277,20.606337,0
595, -2.094395,0.619654,-2.216909,0,13,94,2939.831299,2743.000000,6028.000000,-3285.000000,232.746460,-35.915283,32.437344,0
596, 0.785398,1.256302,0.062705,1,7,93,2938.855957,2673.000000,3528.000000,-855.000000,49.756714,216.099152,26.793337,0
597, -2.356194,1.506530,1.988858,7,1,98,2938.070557,2633.000000,3668.000000,-1035.000000,13.440552,291.630219,18.653692,0
598, 2.617994,1.310100,1.488307,119,119,98,2937.658936,2323.000000,4303.000000,-1980.000000,241.322449,373.336487,26.207909,0
599, 2.356194,2.356369,3.005869,115,106,104,2937.585449,2417.000000,3992.000000,-1575.000000,241.536072,279.049408,34.264549,0
600, 2.094395,1.045978,0.343692,15,7,97,2937.504639,2793.000000,4008.000000,-1215.000000,251.665497,-107.160858,17.652710,0
601, -2.356194,2.153910,-1.714959,3,115,92,2937.446533,2756.000000,4511.000000,-1755.000000,31.394135,150.052597,19.456568,0
602, -2.094395,2.881233,-2.582574,21,7,106,2936.787354,2732.000000,4397.000000,-1665.000000,43.539917,161.247208,23.646521,0
603, 1.570796,1.574060,2.783565,16,1,98,2935.062988,2597.000000,3947.000000,-1350.000000,139.092621,198.970367,12.212414,0
604, -2.617994,1.168678,2.108595,2,118,99,2934.886719,2392.000000,5227.000000,-2835.000000,99.188599,443.698120,23.111429,0
605, -2.879793,0.906588,1.252948,16,12,115,2934.596436,2542.000000,3892.000000,-1350.000000,-6.014999,398.611298,35.928207,0
606, 1.047198,2.478122,2.609777,13,115,95,2933.928467,2686.000000,3766.000000,-1080.000000,98.481262,149.447281,8.774094,0
607, 0.000000,2.089241,-0.114193,0,112,93,2933.159424,2707.000000,3742.000000,-1035.000000,11.233276,214.925949,23.253250,0
608, 1.308997,1.504028,0.636812,4,20,102,2933.112793,3176.000000,4391.000000,-1215.000000,16.284851,-259.172119,38.239281,0
609, -2.356194,1.904882,-1.478089,118,114,92,2933.327637,2725.000000,3400.000000,-675.000000,66.302826,142.024857,25.424713,0
610, -3.141593,1.696674,-1.253233,14,115,101,2933.049805,2841.000000,5046.000000,-2205.000000,179.956177,-87.906311,13.367249,0
611, 1.570796,0.615174,-0.666022,16,1,97,2932.758301,2574.000000,3564.000000,-990.000000,15.869202,342.889069,11.441654,0
612, 1.047198,0.700570,1.559208,11,6,98,2932.482178,2751.000000,3651.000000,-900.000000,41.665222,139.816879,19.114840,0
613, -1.832596,1.824694,1.850876,14,1,107,2931.971680,2753.000000,4958.000000,-2205.000000,62.556213,116.415405,21.606697,0
614, -1.570796,0.910508,1.903534,3,5,97,2931.994385,2571.000000,4011.000000,-1440.000000,91.101990,269.892365,24.390089,0
615, -3.141593,2.153910,-1.714959,114,114,94,2932.085938,2611.000000,4231.000000,-1620.000000,-66.526276,387.612213,30.395449,0
616, 1.570796,1.555207,1.708892,23,6,109,2931.589844,2801.000000,3791.000000,-990.000000,170.791504,-40.201660,26.095892,0
617, 1.047198,2.343981,-1.040456,9,119,91,2931.133057,2526.000000,3741.000000,-1215.000000,10.023926,395.109131,13.520562,0
618, 1.308997,1.699788,2.452890,7,114,96,2930.974854,2740.000000,4000.000000,-1260.000000,13.484741,177.489944,15.713851,0
619, 0.261799,1.448123,-2.163292,9,114,94,2930.182129,2612.000000,3197.000000,-585.000000,-36.261246,354.443329,12.669655,0
620, -2.094395,0.591903,2.010408,116,3,98,2929.923340,2342.000000,4862.000000,-2520.000000,164.971252,422.952057,30.869900,0
621, -1.832596,1.809167,1.213774,5,112,98,2929.569580,2629.000000,3214.000000,-585.000000,77.292114,223.277695,19.053034,0
622, 0.785398,2.251330,-2.330739,7,112,94,2929.386963,2518.000000,4003.000000,-1485.000000,143.484955,267.902008,15.215446,0
623, -0.785398,2.588535,-2.976617,112,110,96,2928.781250,2868.000000,4353.000000,-1485.000000,16.536987,44.244202,33.488850,0
624, 0.785398,1.391910,3.030322,119,15,109,2928.635742,2825.000000,3950.000000,-1125.000000,266.256348,-162.620697,40.858513,0
625, 2.617994,0.831641,0.616218,117,17,99,2928.084473,2914.000000,3589.000000,-675.000000,166.025208,-151.940765,39.340511,0
626, 1.047198,1.310100,1.488307,1,19,115,2926.250732,2910.000000,5115.000000,-2205.000000,35.870239,-19.619324,46.713291,0
627, 0.523599,0.674054,1.013609,2,116,98,2926.033203,2848.000000,5548.000000,-2700.000000,57.237122,20.796204,22.285292,0
628, 0.261799,2.379497,0.561089,13,113,96,2925.960205,2775.000000,3810.000000,-1035.000000,-55.346741,206.306885,9.504959,0
629, -0.261799,0.419640,2.974122,1,112,100,2925.508789,2778.000000,5208.000000,-2430.000000,81.797119,65.711609,24.380402,0
630, -1.308997,1.658653,-2.409879,7,17,97,2923.884033,2997.000000,4707.000000,-1710.000000,332.071259,-405.187195,31.840609,0
631, 0.000000,2.407836,1.410646,12,114,95,2922.580322,2739.000000,3459.000000,-720.000000,-3.463715,187.044037,9.757018,0
632, 2.879793,1.982574,-1.115518,114,109,97,2922.157715,2641.000000,3811.000000,-1170.000000,0.882446,280.275391,31.615137,0
633, -2.617994,1.134796,2.434290,118,11,95,2922.219971,2628.000000,3663.000000,-1035.000000,159.875183,134.344803,32.789665,0
634, 0.261799,1.014500,0.906702,116,118,96,2921.595459,2651.000000,4811.000000,-2160.000000,177.863464,92.732040,28.774778,0
635, 0.261799,2.251330,-2.330739,12,104,105,2921.032715,2678.000000,4118.000000,-1440.000000,142.235657,100.797134,22.314913,0
636, -1.047198,0.906588,1.252948,14,109,110,2920.931152,2858.000000,4703.000000,-1845.000000,-19.498718,82.429871,24.235340,0
637, 1.832596,0.709924,0.218797,6,12,96,2920.910889,2793.000000,4458.000000,-1665.000000,110.010651,17.900192,27.239388,0
638, 1.570796,2.979456,-1.009304,7,117,92,2921.018066,2180.000000,5015.000000,-2835.000000,136.990662,604.027283,15.031522,0
639, 0.785398,2.979456,-1.009304,1,116,91,2920.550049,2583.000000,3933.000000,-1350.000000,116.016388,221.533615,21.917658,0
640, 0.523599,1.766067,2.153843,113,110,100,2920.280762,2679.000000,3759.000000,-1080.000000,14.248352,227.032501,33.516834,0
641, 2.617994,1.836682,-0.676006,2,117,91,2920.088867,2497.000000,3712.000000,-1215.000000,161.550903,261.538055,20.886574,0
642, -3.141593,1.367556,0.358405,108,118,98,2919.624756,2558.000000,3863.000000,-1305.000000,37.042664,324.582031,38.569130,0
643, 2.617994,1.450119,-2.739050,1,12,94,2919.640381,3027.000000,3837.000000,-810.000000,-115.942108,8.582413,30.750196,0
644, 1.570796,1.194549,-0.801900,13,119,92,2919.336914,2573.000000,3023.000000,-450.000000,109.557602,236.779297,9.467515,0
645, 0.523599,2.455966,-0.641220,12,117,93,2918.630371,2488.000000,3028.000000,-540.000000,132.217575,298.412903,9.514422,0
646, 2.094395,2.343981,-1.040456,3,114,91,2918.606689,2589.000000,3804.000000,-1215.000000,93.110138,236.496490,19.406445,0
647, -0.523599,2.041297,-2.664597,8,117,95,2918.436035,2834.000000,3824.000000,-990.000000,-79.336945,163.772903,14.576373,0
648, -0.261799,1.872854,1.543456,17,2,100,2917.408203,2627.000000,3617.000000,-990.000000,25.970734,264.437531,14.412192,0
649, 0.523599,1.391910,3.030322,5,112,97,2916.368164,2498.000000,4253.000000,-1755.000000,-23.614960,441.983246,18.568430,0
650, 1.832596,1.569311,-3.003978,1,12,97,2915.191406,3182.000000,4262.000000,-1080.000000,-88.984619,-177.823975,31.352654,0
651, 1.832596,1.242974,-2.977882,3,13,100,2915.087158,3115.000000,5275.000000,-2160.000000,56.799316,-256.712158,31.626858,0
652, -0.523599,1.617114,-1.572037,5,110,95,2914.889404,2626.000000,3481.000000,-855.000000,112.346771,176.542801,18.306593,0
653, -0.785398,1.310100,1.488307,11,112,101,2914.660889,2494.000000,3394.000000,-900.000000,192.256104,228.404846,15.555314,0
654, -1.308997,1.448123,-2.163292,5,14,94,2914.026367,2933.000000,4778.000000,-1845.000000,164.383972,-183.357544,29.459181,0
655, -0.261799,1.617114,-1.572037,112,15,105,2913.454346,2913.000000,4488.000000,-1575.000000,194.700317,-194.245880,44.319843,0
656, 1.308997,2.104282,-0.813972,11,119,92,2912.570801,2414.000000,3809.000000,-1395.000000,175.849060,322.721802,11.442706,0
657, 0.785398,0.370812,-2.547742,12,110,100,2912.293945,2465.000000,3455.000000,-990.000000,250.944214,196.349625,14.531811,0
658, 2.094395,2.760637,2.781135,118,9,90,2912.227539,2517.000000,3732.000000,-1215.000000,85.928329,309.299408,31.060152,0
659, 1.832596,1.310100,1.488307,115,2,98,2911.954590,2308.000000,4333.000000,-2025.000000,237.309723,366.644745,31.576670,0
660, -0.785398,1.195355,1.200319,3,7,99,2911.851074,2916.000000,6786.000000,-3870.000000,-102.586182,98.437256,26.503807,0
661, -0.261799,1.569311,-3.003978,2,115,95,2911.918701,2565.000000,4725.000000,-2160.000000,19.776398,327.142334,21.135361,0
662, -0.785398,0.297065,2.160177,113,115,102,2911.385742,2628.000000,5058.000000,-2430.000000,-7.286560,290.672394,34.002674,0
663, -2.617994,0.458961,-0.107937,102,113,108,2910.894531,2425.000000,4315.000000,-1890.000000,-12.649628,498.544220,48.983467,0
664, -3.141593,2.984978,1.954446,105,13,109,2909.806152,2598.000000,4128.000000,-1530.000000,194.338654,117.467545,51.484135,0
665, -1.570796,0.914445,2.687814,0,22,115,2909.072754,2872.000000,4087.000000,-1215.000000,35.613617,1.459229,49.633965,0
666, -1.570796,0.370812,-2.547742,8,116,102,2908.942383,2808.000000,4248.000000,-1440.000000,46.336304,54.605881,18.801491,0
667, -2.617994,2.041297,-2.664597,0,17,94,2909.136230,2895.000000,3390.000000,-495.000000,33.697662,-19.561493,35.948925,0
668, -2.617994,2.396274,-1.959260,7,117,92,2908.909424,2430.000000,4995.000000,-2565.000000,69.652481,409.256744,15.031522,0
669, -1.832596,1.448123,-2.163292,4,10,92,2908.504395,2830.000000,5305.000000,-2475.000000,-2.070038,80.574585,26.343256,0
670, 0.785398,2.247462,0.191623,13,117,94,2908.201660,2371.000000,3091.000000,-720.000000,310.614227,226.587494,8.833178,0
671, -0.261799,1.504028,0.636812,0,11,100,2908.002441,3297.000000,4782.000000,-1485.000000,-128.473511,-260.524048,32.405838,0
672, 1.832596,0.418037,1.360082,10,113,104,2907.961914,2759.000000,3839.000000,-1080.000000,121.316772,27.644928,18.975487,0
673, -2.356194,0.831641,0.616218,115,10,97,2907.302002,2704.000000,4999.000000,-2295.000000,73.007294,130.294601,35.380535,0
674, 0.261799,1.413430,2.550734,118,110,98,2906.996338,2802.000000,3342.000000,-540.000000,-8.692688,113.688904,27.155497,0
675, 1.047198,2.719179,-1.780644,115,113,92,2907.323242,2478.000000,3873.000000,-1395.000000,91.187561,338.135864,29.054638,0
676, -0.261799,1.433411,-1.035986,15,119,97,2906.675293,2977.000000,5812.000000,-2835.000000,27.458740,-97.783356,10.383168,0
677, -0.261799,2.247462,0.191623,11,112,95,2906.964355,2345.000000,4775.000000,-2430.000000,123.987762,437.976593,11.132755,0
678, -1.308997,1.998705,2.370472,113,19,116,2906.021973,2643.000000,4038.000000,-1395.000000,84.694427,178.327515,52.564320,0
679, 1.047198,1.836682,-0.676006,10,118,91,2905.366943,2563.000000,3733.000000,-1170.000000,98.406616,243.960297,11.934773,0
680, 1.047198,1.417623,-0.202254,14,118,95,2905.366211,2492.000000,4337.000000,-1845.000000,241.174744,172.191406,8.995659,0
681, -0.785398,2.760637,2.781135,119,114,91,2904.914062,2606.000000,3191.000000,-585.000000,-0.410828,299.325012,24.206062,0
682, 2.356194,2.041297,-2.664597,7,114,94,2904.466553,2352.000000,4557.000000,-2205.000000,56.548782,495.917816,14.995391,0
683, 1.832596,2.760637,2.781135,110,0,94,2902.420166,2638.000000,3358.000000,-720.000000,42.310059,222.110077,35.861710,0
684, -1.047198,2.407836,1.410646,115,12,97,2902.114502,2809.000000,5959.000000,-3150.000000,227.372192,-134.257568,36.726196,0
685, 0.000000,0.418037,1.360082,10,114,101,2902.022705,2551.000000,3946.000000,-1395.000000,100.371399,250.651428,16.133520,0
686, -2.094395,2.760637,2.781135,13,1,97,2901.507812,2722.000000,3982.000000,-1260.000000,141.982178,37.525726,13.086787,0
687, -0.261799,0.496451,0.593859,118,104,105,2901.295898,2836.000000,3826.000000,-990.000000,129.336670,-64.040741,32.700256,0
688, -1.047198,2.979456,-1.009304,112,5,90,2901.161133,2616.000000,3516.000000,-900.000000,-6.701447,291.862427,35.134228,0
689, 1.308997,2.349581,-2.702517,9,111,94,2901.188721,2620.000000,3520.000000,-900.000000,23.530884,257.658020,13.221655,0
690, -3.141593,2.979456,-1.009304,10,114,94,2900.197998,2489.000000,4379.000000,-1890.000000,56.208160,354.989807,11.518222,0
691, -1.308997,2.343981,-1.040456,18,115,102,2898.045166,2711.000000,4601.000000,-1890.000000,-10.601685,197.646667,13.111522,0
692, -2.356194,1.134796,2.434290,2,116,100,2898.226074,2573.000000,4688.000000,-2115.000000,250.933807,74.292236,23.275255,0
693, 1.570796,2.984978,1.954446,116,6,90,2896.421387,2276.000000,5246.000000,-2970.000000,70.618500,549.803101,31.259020,0
694, 2.879793,0.685216,-1.712745,8,18,97,2896.212158,3055.000000,4180.000000,-1125.000000,43.447540,-202.235321,32.364315,0
695, 1.570796,1.741644,-2.695914,12,110,97,2895.971436,2671.000000,3841.000000,-1170.000000,36.876190,188.095306,12.158895,0
696, -0.261799,2.393226,1.857173,4,111,95,2895.713135,2634.000000,6234.000000,-3600.000000,-23.054016,284.767059,19.153542,0
697, -2.356194,1.809167,1.213774,2,119,88,2895.018555,2368.000000,3043.000000,-675.000000,225.283051,301.735626,21.744579,0
698, 0.261799,1.256302,0.062705,10,112,96,2894.867432,2479.000000,3109.000000,-630.000000,129.383148,286.484406,12.703571,0
699, 2.094395,1.450119,-2.739050,10,115,95,2894.640137,2868.000000,4128.000000,-1260.000000,-135.262924,161.903061,11.969009,0
700, 1.308997,1.448123,-2.163292,118,118,91,2894.224854,2455.000000,3400.000000,-945.000000,126.754059,312.470642,25.821081,0
701, -1.570796,2.979456,-1.009304,11,112,94,2894.079590,2670.000000,3480.000000,-810.000000,69.664734,154.414780,10.693295,0
702, 1.832596,0.419640,2.974122,3,11,101,2893.447266,2976.000000,5181.000000,-2205.000000,183.911377,-266.464111,30.402937,0
703, 1.308997,0.864993,2.278281,4,5,97,2893.477295,2770.000000,4975.000000,-2205.000000,-48.630890,172.108139,23.446657,0
704, 1.047198,1.506530,1.988858,4,112,98,2893.181641,2484.000000,4374.000000,-1890.000000,39.828888,369.352814,20.131294,0
705, -0.785398,0.709924,0.218797,2,15,105,2892.988281,2964.000000,3819.000000,-855.000000,316.402771,-387.414429,36.410717,0
706, -0.261799,2.881233,-2.582574,19,117,109,2892.591309,2239.000000,4084.000000,-1845.000000,34.634560,618.956787,21.668278,0
707, -3.141593,0.866955,-0.931351,15,116,111,2892.188232,2370.000000,4485.000000,-2115.000000,128.162415,394.025940,24.417711,0
708, 0.785398,1.658653,-2.409879,111,118,93,2892.274902,2342.000000,4052.000000,-1710.000000,259.570526,290.704346,34.188698,0
709, -0.523599,1.756530,-2.105156,1,8,91,2891.739014,2634.000000,4569.000000,-1935.000000,83.675369,174.063614,27.414150,0
710, -0.523599,2.719179,-1.780644,9,119,92,2891.414551,2513.000000,3098.000000,-585.000000,-13.779205,392.193756,13.555707,0
711, 0.000000,2.592629,0.909713,17,10,110,2890.730957,2385.000000,5715.000000,-3330.000000,-1.680420,507.411469,29.647181,0
712, 1.047198,1.617114,-1.572037,118,4,90,2889.684570,2675.000000,4970.000000,-2295.000000,14.188538,200.496124,28.052679,0
713, -1.047198,1.184361,0.625864,6,110,98,2889.507080,2390.000000,3290.000000,-900.000000,256.716400,242.790817,18.488245,0
714, 0.523599,1.135813,-2.658866,111,110,97,2889.287598,2550.000000,3180.000000,-630.000000,202.272278,137.015503,34.879017,0
715, 1.308997,2.724429,-0.348782,2,117,90,2886.890625,2693.000000,3278.000000,-585.000000,-54.420746,248.311264,20.932692,0
716, 1.308997,0.571433,-1.188419,0,109,100,2886.642334,2579.000000,3524.000000,-945.000000,112.485352,195.157013,26.071953,0
717, -2.879793,0.618092,2.539118,111,4,99,2886.609863,2583.000000,3663.000000,-1080.000000,92.850250,210.759598,37.022057,0
718, 2.879793,1.325504,-1.671296,5,112,93,2885.640381,2587.000000,2722.000000,-135.000000,62.311371,236.329132,17.339548,0
719, 1.832596,1.184361,0.625864,115,115,104,2885.369873,2671.000000,6406.000000,-3735.000000,18.417908,195.951935,32.853363,0
720, -2.617994,1.982574,-1.115518,18,118,109,2884.904297,2571.000000,3426.000000,-855.000000,-77.553558,391.457672,21.933563,0
721, 1.832596,1.450119,-2.739050,16,114,99,2884.185547,2554.000000,4399.000000,-1845.000000,0.654419,329.531250,10.139161,0
722, -1.308997,2.164094,-2.991358,8,119,95,2884.154297,2584.000000,3259.000000,-675.000000,46.339172,253.815308,15.317405,0
723, -1.570796,1.448123,-2.163292,4,12,92,2883.637451,2782.000000,4042.000000,-1260.000000,103.451599,-1.814178,28.124701,0
